text,bias
"Japanese public broadcaster NHK issued an apology on Tuesday after deleting an animated video from its Twitter account that was meant to explain the anti-police protests rocking America, but instead caused outrage over its callous depiction of black people.",0
Video footage on Twitter showed cheering protesters in Raleigh taking down two Confederate statues with ropes and hanging one to a lamp post.,0
"A federal visa program allowing international students to work at firms in the United States after graduation appears to have been exploited by fake companies providing false employment verifications, according to an NBC News/NBC Bay Area investigation.",0
"When prioritizing healthcare workers, the panel noted that vaccines should go first to people who have the most contact with patients.",0
Democrats Claim Amy Coney Barrett Confirmation Would Threaten Health Care,0
"Trump on Sunday retweeted a former Republican congressional candidate’s tweet that was critical of comments Fauci made in a CNN interview and contained a call for his firing. Fauci, 79, has been director of the National Institute of Allergy and Infectious Diseases since 1984.",0
"In practical terms, Trump wants to make the transition from dramatically curtailing refugee admissions to effectively ending refugee admissions.",1
The votes come as a new conservative majority on the nation’s highest court has made abortion rights supporters nervous. ,0
"Sen. Elizabeth Warren is aggressively pushing a new wealth tax – which she’s dubbed the “UltraMillionaireTax” – ahead of this weekend’s formal presidential campaign launch, but keeps running into the same question from critics: Is it even constitutional?",1
"Last Wednesday the Times ran an op-ed from Senator Tom Cotton, R-Ark., suggesting American soldiers should be used to quell protests and violence related to the killing of George Floyd.",0
"Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week, state media published a report essentially absolving the government of any wrongdoing, categorically stating that nothing was wrong with the vaccine Dominguez received.",0
"Numerous #BlackLivesMatter protests have overwhelmed cities across the country, with many turning violent and resulting in extensive property damage and even deaths, including David Dorn, a retired captain for the St. Louis Police, who was black.",0
"Further, the Trump Tax Cuts and Jobs Act also repealed the Obamacare individual mandate, which serves as a giant middle-class tax cut. ",1
"The absurd Democratic talking point that Portland’s violence was created by federal officers is crumbling as local police, not feds, declare riot after riot, night after night in the City of Roses.",1
"In addition to mocking Ivanka for her looks, the exhibit that invites people to throw trash at vacuuming Ivanka Trump lookalike demeans the First Daughter’s success as a business woman and White House advisor to that of a woman with a vacuum—as if something’s wrong with that, too. ",1
"Investors were also pleased after President Donald Trump said on Monday he was considering how to restart parts of business life when a 15-day shutdown ends next week, even as the highly contagious virus spreads rapidly and poorly equipped hospitals struggle with a wave of deadly cases.",0
Democratic presidential candidate Sen. Bernie Sanders says he wants to spend a whopping $2.5 trillion over a decade to guarantee all Americans – regardless of income – safe and affordable housing.,0
Russia President Vladimir Putin joked Wednesday that he is going to interfere in the 2020 presidential elections.,0
We have to hear stump speeches and debate exchanges that relate to the rapidly deteriorating facts on the ground in this country — and not get hung up on the histrionics of how we got here.,1
President Donald Trump’s younger adult son is being criticized for falsely claiming on national television that the COVID-19  crisis is a Democratic hoax that will “disappear” after the November presidential election.,0
"Why did Democrats vote overwhelmingly against a bill that would require infants born alive after abortion to be treated as any other infant born at that gestational age? Because abortion is the right to destroy one’s own child, and if a woman chose to kill her baby, to the left it would seem a violation of her so-called right to choose for doctors to try to save that baby.",1
"Everywhere he went on Monday, Trump was greeted by thousands of cheering Indian citizens, troops of traditional dancers and roadways lined with posters and billboards celebrating his visit.",0
"As Santa Claus loads his sleigh led by flying reindeer, climate change proponents are spreading the story of the animals’ plight because of global warming.",1
"China has ample capability to make COVID-19 vaccine and will prioritise supplies to developing countries when they are ready, the foreign ministry added.",0
Assad has been at war with the rebels since 2011 and has been repeatedly accused of using chemical weapons against civilians and other human rights atrocities to cement his control over regions that oppose his rule.,0
"And although nearly every Republican has sold their souls to Trump, none of them want to cross someone with the moral authority of Gen. Mattis, who counseled Americans in no uncertain terms to abandon Trump.",0
"WADA wants to investigate all the athletes who trained with banned coach Alberto Salazar at the Nike Oregon Project, one of which was Britain’s Farah, the 5,000m and 10,000m champion at both the London 2012 and Rio de Janeiro 2016 Games.",0
ABC 7 reported that the shootings began about 6 p.m. Friday and continued until just before midnight Sunday.,0
"Populist eruptions and governments from Brexit to Budapest to President Trump are perceived as confirmation of their fears, necessitating increasingly ferocious efforts to defend liberal democratic pluralism and its virtues of openness, tolerance, and inclusivity.",1
The country’s racial divide remains a political vulnerability for Trump.,0
"He pointed out, in blunt and colorful language, that economic suicide in pursuit of the latter goal is insanity. His video went viral.",1
President Donald Trump and his top allies on Tuesday took the opportunity—with a characteristic lack of self-awareness—to blast Democratic presidential candidate Mike Bloomberg as “racist”.,1
Then along came an unmasked superhero to the rescue. President Trump announced he was personally taking charge and would sign several executive orders to save the unemployed and rescue the economy.,1
Anti-racism activists poured red paint on a statue of an Italian colonial-era general and pasted over the name of a street in Rome on Friday to show solidarity with the Black Lives Matter movement in the United States.,0
"Republicans cheered their Mad King, while Democrats were disgusted and stunned.",1
"Amid the pandemic, the Trump campaign said religion is essential for providing critical fellowship among communities.",0
"The protests were sparked by a viral video showing Floyd, 46, being restrained on May 25 by a Minneapolis police officer pressing his knee on Floyd’s neck for nearly nine minutes.",0
Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.,0
"An analysis by Fox News shows at least eight potential Democratic candidates have voiced support for or touted aspects of the proposal, which amounts to a drastic overhaul of the U.S. economy and government benefit system.",1
"Charleston, West Virginia is the most recent small city to be secretly targeted by the Obama administration and the politically-powerful resettlement agency industry as a site to place more refugees.",1
"Women’s rights advocates were relieved late Monday when Senate Democrats blocked an extreme anti-choice bill from advancing to a floor debate—but were soon outraged by President Donald Trump’s lies about abortion care, as well as the corporate media for enabling his blatantly false characterization of the bill to stand.",1
"Amanda Kifferly, vice president of abortion access for The Women’s Centers, explained that she’s seeing some of the ways that the coronavirus is making it harder for women to get an abortion, which was already difficult because of all the needless bureaucratic obstacles put in place by conservative legislators.",0
"USA Today Sports published a broadside against youth tackle football, claiming that the sport is just too dangerous for children.",1
"Pope Francis named the first woman to hold a high-ranking post in the Secretariat of State, the male-dominated Vatican's diplomatic and administrative nerve center.",0
Democrats also said some girls might risk being thrown out of their homes or beaten if they tell their parents they're pregnant.,1
"The final part of the Biden plan is to un-muzzle the experts, but disease experts have dominated the White House response from the start, with Dr. Anthony Fauci even fashioning himself into a grotesque pop culture icon.",1
"America is likely to remain a relative manufacturing wasteland, as barren as Trump’s own ill-conceived ideas on trade.",1
"BLM, like the Women’s March, has from its start been ardently antisemitic.",1
Gun enthusiasts have erroneously enlisted the Constitution to justify this extreme democracy of firepower.,1
Inhibiting travel and commerce—not to mention making consular interviews deeply intrusive on a gendered basis—by imposing restrictions on pregnant women is an alarmist reaction to a small issue.,1
"With Democrats fuming over Trump's push for a border wall amid a still-unresolved funding standoff, those guest lists signal the president could face a tough crowd.",0
"“I would shut it down; I would listen to the scientists,” Biden told ABC News alongside his new vice presidential running mate, California Sen. Kamala Harris.",0
Trump acknowledged there might be a resurgence of the virus as states loosen the restrictions on businesses and social life aimed at curbing its spread.,0
"Arsenal goalkeeper Bernd Leno has called on his team mates to act as role models for racial equality in the wake of the death of George Floyd, a black man who died in police custody in Minneapolis.",0
"Schlapp’s apology comes as the U.S. is convulsed by protests after the police killing in Minnesota last month of a black man, George Floyd, by a white police officer, who knelt on his neck for nearly nine minutes. That officer has been charged with second degree murder and three fellow officers have been charged in abetting Floyd’s death.",0
Grassroots anti-choice organizations have been increasingly pushing GOP officials to end exceptions for abortion if the mother is raped or a victim of incest.,1
Her call for a Green New Deal -- which would seek to focus on income inequality and climate change by funding a host of radical ideas on liberal wish-lists and overhaul the nation's energy sector -- has been embraced by a number of 2020 hopefuls already.,1
"Warren last year introduced a proposal that would eliminate up to $50,000 in student loan debt for every indebted person with a household income of less than $100,000. ",0
But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. ,0
Iranian Supreme Leader Ayatollah Ali Khamenei ordered Iran’s military on Friday to expand its role in fighting the Chinese coronavirus outbreak in the country “due to the increased likelihood of the coronavirus being a biological attack.”,1
"EU supply would be produced by BioNTech’s sites in Germany and Pfizer’s manufacturing site in Belgium, with deliveries starting by the end of the year, the companies said in a statement.",0
"Student loan debt is no doubt a drag on the U.S. economy, holding back how much money young consumers can spend on cars, homes and even invest in 401(k) plans or new businesses. ",0
Stephen Colbert and Jimmy Kimmel are firing back after President Donald Trump's biting comments about them and fellow late-night hosts Jimmy Fallon and Seth Meyers.,0
Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.,1
"Democrats have been nervous about pitching higher taxes, although a number have said they would reverse some of President Trump’s 2017 tax cuts.",0
"It’s not a huge deal that an eccentric, pro-Trump activist clumsily used a bad analogy in a local speech. The analogy is bad enough, however, that it certainly shouldn’t be on the president’s Twitter feed.",1
A U.S. Food and Drug Administration official on Wednesday pointed to the spread of the new coronavirus to six of the world’s seven continents as he warned of the potential for a global pandemic.,0
"But the decline in carbon emissions caused by coronavirus-related lockdowns could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.",0
"Another part of the problem is that the police have been brainwashed into imagining that the main threat to law and order and stability comes from the (largely mythical) far right — when it fact, for years, the far more significant threat comes from the hard left.",1
"As mayor of New York for 12 contentious years, Bloomberg backed the wildly racist stop-and-frisk policy that empowered cops to target men of color for random searches, which Charles Blow of the New York Times said “amounted to a police occupation of minority neighborhoods” and did little to actually stop crime.",1
"The outcome, which was widely expected, could prompt House Ways and Means Committee Chairman Richard Neal to subpoena Trump’s tax records as the opening salvo to a legal fight that may ultimately have to be settled by the U.S. Supreme Court.",0
New Jersey parents expressed outrage Wednesday over a new state law requiring public school students to learn about LGBT history and rights.,0
"Trump, who opted against giving a Super Bowl pregame interview last year, made several eyebrow-raising remarks during his interview with host Margaret Brennan, touching on topics including his plan to withdraw U.S. troops from Syria and whether he would let his 12-year-old son play football.",1
"China, where the virus was first reported late last year, is also in talks with the WHO to have its domestically made vaccines assessed for international use.",0
"For some years now, conservative and libertarian education policy experts have warned against voucher systems in favor, instead, of tax-credit scholarships and education savings accounts, which are less likely to drag the regulations and mandates of government schools into the private arena.",1
"Sooner or later you're going to encounter these anti-American ideas about addressing racism in your workplace, on kids' homework, or in the faculty lounge",1
"John Lewis, a pioneer of the civil rights movement and long-time member of the U.S. House of Representatives, died on Friday, a passing that prompted tributes from leaders across the political spectrum.",0
"Two Republican state attorneys general on Monday urged a federal appeals court to uphold the Obamacare federal healthcare law, saying that striking it down would be disruptive for patients, doctors, insurers and employers.",0
There's a dollop of cream on top of the shit sandwich that is the Trump-backed lawsuit in front of the Supreme Court to overturn the Affordable Care Act (ACA). ,1
"How do the people at these rallies make sense of their claims that they are not ""racist""  or ""violent"" while they are carrying guns, waving Confederate flags, wearing other fascist insignia and in several cases displaying signs with Nazi slogans?",1
The numbers finding broad American approval of Trump illustrate the catastrophe of the impeachment proceedings backfiring on Democrats that were precisely intended to bring the president’s approval numbers down.,1
It seems as if things may be coming to a head as we launch into what I fervently hope will be the last year of this bizarre and disturbing political ordeal.,1
"Month by month, the cost of wasting so much money on weaponry and other military expenses grows higher, as defense contractor salaries continue to be fattened at taxpayer expense, while public health resources are robbed of financial support.",1
Trump only cares about one person: Donald J. Trump.,1
Anti-Muslim bigotry is one of the cornerstones of Trumpism.,1
"Ah yes, the stereotype of the dumb slut. Of course, conservative lawyers before the court carefully avoid the words ""dumb"" or ""slut"" when arguing that we shouldn't treating birth control exactly as we treat any other prescription medication. ",1
"In answering questions on everything from pollution to mental health, Warren returned again and again to her plan to tax the super-rich – including a wealth tax – to pay for a host of ambitious programs, including universal child care, student loan debt cancellation and tuition-free higher education.",0
"There was a point a few years ago at which some GOP officials, fearing a backlash in response to the “war on women,” pretended to be pro-choice and used highly deceptive rhetoric about contraception as a way to improve their electoral prospects.",1
"Under the changes, all military style semi-automatics (MSSA) and assault rifles will be banned, along with parts used to convert weapons into MSSAs and all high-capacity magazines.",0
Seattle police investigate new shooting near autonomous zone,0
"That statement, while true, could leave some listeners with the wrong impression. Warren’s plan would cancel at least some student debt for 95 percent of debt holders, and all debt for 75 percent of borrowers (the source of Vice’s erroneous headline).",0
The El Paso attack has also put new pressure on a man some white nationalists praise as helping advance their movement: Donald Trump.,0
Activists’ frustration has only compounded since Chief Executive Mark Zuckerberg’s decision last month to allow two posts by President Trump that many Facebook employees and outside advocates believe broke the company’s content rules.,0
The contrast also illustrates the Republican Party's callous indifference to the immediate desperate needs of millions of Americans.,1
Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.,0
"The ""baby parts"" debacle from a few years ago is another example of how the anti-choice movement is not a group sober-minded devout Christians who just love ""life,"" but in fact a bunch of fanatics who have contempt for the truth and think nothing of spinning wild stories and engaging in implausible thought-experiments in their efforts to smear feminists.",1
"Tedros and his agency have been on the defensive after President Donald Trump of the United States — the WHO’s biggest single donor — last week ordered a halt to U.S. funding for the agency, alleging that it botched the early response to the outbreak.",1
"The mass protests could put Trumpism to a serious test. The president has urged police to come down hard on protesters, and now there’s an endless highlight reel of cops brutalizing people in the way Black Lives Matter activists have always said they do.",1
"Yes, he might be a demented Stalinist eager to flood America with illegal aliens and take away our guns and health insurance, but he sure gave those venal Never Trumpers a sweet face job Saturday night in Nevada, and now I can’t tell if my tears come from joy or laughter.",1
"Those fighting for Black racial equality in Britain need to put realistic reform over dreams of revolution, said Imarn Ayton, an activist who has had a prominent role in protests that swept London in recent weeks.",1
"For starters, Gautney, per her Twitter profile, is an associate professor of sociology at Fordham University, a private school located in New York City. None of this is a problem on its own; in a free society, people should be able to tweet whatever dumb things they want while working in whichever industry or field of research.",1
"President Trump condemned the burning of the flag Tuesday evening after protesters set fire to a large American flag that they had tied to a traffic light pole at an intersection outside of Lafayette Park, a few blocks from the White House.",0
"It’s only a matter of time, the argument goes, before the Roe v. Wade precedent is struck down at the hands of five conservative justices, two of whom are on the high court thanks to Trump.",1
"This time last year, shoppers on Chicago’s Magnificent Mile were waiting for Louis Vuitton to debut its whimsical holiday window decorations.",0
Rowling added that the current regime of trans extremists are far more misogynistic than any old time sexists have ever been.,1
"Before you cast your ballot, let's toast your informed self-respect as clear-minded voters who can see an immoral, law-breaking, greedy Trump regime full of plutocrats who couldn't care less about America and the people they've exploited.",1
The Democrats’ plan is designed to aid the multiple refugee agencies that profit from high numbers of foreign refugees entering the country.,1
The Internet lashed out at Rep. Devin Nunes (R-CA) on Sunday after he told Americans to go to restaurants during the novel coronavirus pandemic.,1
"More than two decades after the end of white minority rule, South Africa remains one of the most unequal countries in the world, according to the World Bank, with urban areas starkly divided along racial lines.",0
"Trump blasts report on his business losses, calls accounting a 'sport'",1
"As the coronavirus outbreak continues to spread across the U.S., nurses and other public health experts are warning that the country's public health system is unprepared to handle a pandemic and calling on the federal government to take more urgent steps to protect the American people from the disease.",0
"Corinthian College Inc. is the bankrupted and criminal organization that Marco Rubio was defending just this past year, probably because he got a boatload of money from them in campaign organizations. Over the past 10 years it has come to light—through numerous lawsuits and state and federal investigations—that untold billions of dollars has been swindled out of student and taxpayers’ pockets by this private educational company.",1
A pro-Trump political ad quotes Joe Biden directly and the lying liars at the lying PolitiFact still rate it “mostly false.”,1
The stimulus boosted investor sentiment even as several economists cut forecasts for 2020 global growth as the fast-spreading virus hampers business operations in the world’s second-largest economy.,0
U.S. gun makers American Outdoor and Strum Ruger & Company Inc RGR.N have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws.,0
Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.,0
"The coronavirus lockdowns are America’s most regressive government actions since the draft. Even as liberals have quickly noted the virus’s disparate incidence, they have ignored the inequities of government responses.",0
Abortion is a savage act of violence against innocent children.,1
A Biden victory would be a victory for violence in the streets reinforced by an anti-police and pro-criminal bias.,1
"The ADL report represents a sobering warning about the reach of white supremacist groups, which can take advantage of the efficiency and anonymity provided by social media to disseminate their ideology with little fear of backlash.",1
State of emergency: Tensions rise in Virginia as right-wing gun fanatics descend,1
Celebrity Pseudoscience: Here Are Nine Household Names Who’ve Pushed Bad Science on The Public,1
"In Philadelphia, the most hated man during the coronavirus pandemic might very well be Joel Freedman — the wealthy, Los Angeles-based real estate investor who has kept a large hospital closed even as cases in the city rise.",1
"Not only would House Bill 2320 rescind the rights for same-sex marriage, it also would cement into law a litany of far right wing extremist claims, including that being LGBTQ is a “mythology,” government recognition of LGBTQ people is “the greatest sham since the inception of American jurisprudence,” and the proposition that there “are no ex-blacks but there are thousands of ex-gays.”",1
"The Affordable Care Act requires traditional health insurance plans to provide “minimal essential coverage,"" which includes preventive care, mental health care, substance abuse, maternity and more. ",0
"Larry Kudlow, one of President Donald Trump’s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Biden’s plan to raise taxes as the economy emerged from the coronavirus pandemic was “crazy.”",0
"China – the country that throws its minorities into concentration camps and uses them for slave labor, the brutal authoritarian regime driven by Han Chinese racial supremacist ideology, the government that thinks nothing of wiping out entire villages if it needs to build a few dams quickly to put on a good show for the Olympics – boasted of its superior compassion and tolerance in the pages of the CCP’s Global Times on Monday",1
"Author J.K. Rowling has joined 150 high-profile figures on an open letter warning that free speech is under threat due an “intolerance of opposing views”, after coming under attack for her comments about transgender issues.",0
"Trump has said he wants to keep some elements of Obamacare, such as allowing young adults to be covered under their parents’ insurance. ",0
"Senator Tim Scott, the only Black Republican in the Senate and author of a Republican reform bill that Democrats blocked last week, said he will meet in coming days with lawmakers who crafted sweeping Democratic legislation that passed the House of Representatives last Thursday.",0
But New York’s Andrew Cuomo is no normal governor. This is the jamoke whose state has the most deaths from COVID-19 of any but is taking a victory lap and coming out with a book about his abject failure.,1
"Across the United States, legislators are attempting to pass laws forcing parents to vaccinate their children and/or removing existing exemptions from current vaccine laws.",0
"CNN Hires Woke Saints Safety Malcolm Jenkins to Comment on Race, Social Justice Issues",1
"Trump on Tuesday also touted the economic numbers under his administration before the coronavirus pandemic, said that former Presidents Bush and Obama didn't take up the police reform issue because they were not capable and said he is optimistic about a coronavirus vaccine",1
"Yes Trump and the right are embracing and celebrating death. It is ghoulish. It is also one more illustration that the Age of Trump is an American dystopia where what was previously unimaginable (for most decent people) has become ""normal.""",1
Lawmakers in New Jersey are set to vote Monday on a controversial bill that would eliminate religion as a reason not to vaccinate public schoolchildren.,0
"But director Nick Sweeney’s forthcoming documentary on McCorvey, “AKA Jane Roe,” contains a major bombshell: her conversion from abortion rights icon to born-again Christian abortion opponent was “all an act.”",0
"In Spain, hundreds of thousands of women, wearing purple and raising their fists, took to the streets of cities around the country calling for greater gender equality.",0
"Marcus Books in Oakland, California, has served the black community in the Bay Area with books by and about African Americans for the past 60 years.",0
"The result was a mess: car manufacturers, which had already begun taking steps to comply with the Obama-era tough fuel-efficiency standards for the auto industry, faced the prospect of having to make different vehicles to sell in different parts of the country.",0
In one of his his most recent lies President Donald Trump now says he’s always known and felt the coronavirus crisis is a pandemic.,1
"Rather, it’s because of the sheer fact that she was a woman, and in her country and beyond, women’s soccer still suffers from a lack of investment, a lack of attention and a lack of care.  ",0
"The far-left French “Black African Defence League” has threatened statues of some of France’s most famous icons, including Napoleon Bonaparte and General Charles De Gaulle.",1
"At the time, Moynihan was primarily concerned that irresponsible politicians promising their constituents an insupportable array of handouts would jeopardize America’s economic well-being. ",1
"President Donald Trump announced Friday that Sudan has agreed to begin normalizing relations with Israel, just days after his administration said it would take the North African country off the U.S. list of state sponsors of terrorism.",0
"In a country awash in guns and grassroots racism, with a major party flirting with mob violence, getting rid of police departments would be akin to jumping out of the frying pan and into the fire of uncontained extremism. ",1
This dark new event revealed that America’s white nationalism problem goes far beyond Trump,1
"In a direct rebuttal to President Donald Trump, Joe Biden and Bernie Sanders delivered somber, and at times searing, speeches Thursday slamming the administration's handling of the coronavirus pandemic and detailing how they believe the government should be responding to the crisis.",0
"Although Biden had voted for the Hyde Amendment continuously over the span of his 40-year political career, the public acknowledgment drew the ire of pro-choice groups and activists.",0
"Biden’s new, 12-page policy plan proposes financing for its recommendations, including funneling more money to regions with high poverty rates and pushing the United States to net-zero greenhouse emissions by 2050, by raising corporate taxes and ending subsidies for fossil fuels.",1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.",0
Trump has also threatened to impose an additional 25 percent tariffs on $325 billion worth of imports from China.,1
"President Donald Trump, however, would have us all eat our “one marshmallow now” with a reckless return to pre-pandemic life. He would risk igniting a second wave of infection, which would entail the needless sacrifice of thousands of more lives and a squandered chance to lay the foundation for a durable post-pandemic economy.",1
But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.,1
"In a desperate attempt to gin up some free publicity, the makers of Faith Based, a movie that mocks Christians and Christianity, felt they had to target Breitbart News readers.",1
"In Philadelphia, there were also reports that the city was ignoring social distancing standards by cramming their new voting machines (one per jurisdiction) into multi-precinct voting locations, which forced voters and poll workers to stand on top of each other.",0
Social media users were quick to point out the interactions and slammed McGuire for appearing to undermine Coyne Schofield’s hockey skills.,1
"The rollback of National Environmental Policy Act (NEPA), called an “international treasure” by one former EPA official, will allow the fossil fuel industry to quickly get approval for new projects that could send climate-warming, pollution-causing emissions into surrounding communities, as well as harm wildlife habitats and federally protected lands, with scant oversight.",0
"U.S. President Donald Trump’s businesses lost a total of more than $1 billion from 1985 to 1994, according to the New York Times, which said it obtained printouts from Trump’s official Internal Revenue Service tax transcripts.",0
"During that address, Lindell, a former drug addict turned born-again Christian who has donated more than $200,000 to Trump’s election efforts, went off-script, proclaiming to the nation that Trump had been “chosen by God.”",1
"This is a positive for the party’s electoral prospects, after a bitterly fragmented primary. Unfortunately, the people selected for the task forces demonstrate how not only the party establishment, but even an insurgent progressive like Sanders, privilege certain topics over others. The criminal justice reform task force is incredibly milquetoast.",1
"If you had a choice between, say, indulging Boris Johnson’s self-aggrandising predilection for grands projets — such as HS2 or his lunatic proposed tunnel to Ireland — or having more of your own money to spend on things you actually wanted, which would you choose?",1
The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”,1
"When a figurehead like Trump repeats the myth that vaccines cause autism, as he did during the presidential debates, many parents may choose not to vaccinate, putting children at unnecessary risk.",1
"Sen. Kamala Harris, vying to be the first Black and Asian American vice president, slammed President Donald Trump's record on race.",0
"Two years after the Trump administration made the state-sanctioned kidnapping of children at the border official U.S. policy, the horrors around this crime against humanity continue to be exposed.",1
"With more than 80,000 reported cases of the disease, the viral outbreak continues to create uncertainty about future competitions, from track and field and Formula 1 to the ultimate global event, the 2020 Tokyo Olympics.",0
"Women were allowed into Saudi sports stadiums a year ago for the first time to watch soccer matches, although they were segregated in the stands, sticking to the ""family section"" away from all-male crowds elsewhere.",0
"China is poised to pass a national security law for Hong Kong that the city's opposition lawmakers, analysts and U.S. officials say could plunge the semi-autonomous territory into its deepest turmoil since it returned to Chinese rule in 1997.",0
"Trump audaciously claims that any crimes he may have committed crimes before assuming office cannot even be investigated, not even if he committed murder, in effect trying to extend the protections of bankruptcy law with which he is so familiar to criminal law. No statute, court decision or our Constitution supports this claim of being above the law.",1
"South Bend Mayor Pete Buttigieg, a Democratic candidate for president in 2020, called out President Donald Trump for not doing enough to nip white nationalism in the bud, and thereby being partially responsible for mass shootings like the one in El Paso on Saturday.",0
Biden wrote a Fourth of July opinion piece that struck a contrasting note with the Republican president and accused him of finding “new ways to tarnish and dismantle our democracy” every day.,0
"In a part of the country where the rules about who can access abortion care vary dramatically from state to state, the COVID-19 pandemic has sewn another layer of confusion.",1
"Thunberg used to protest alone outside the Swedish Parliament during school hours Fridays, but now is joined by thousands globally in a collective movement to fight climate change.",0
"Earlier this month, US President Donald Trump said US special forces would be withdrawn from northern Syria, in what was widely seen as betrayal of the Kurds and a green light for a Turkish attack.",0
"Two-thirds of activists believe it’s justified to break the law to create “systemic change,” according to a new poll released Wednesday by the Altruist League.",0
"Tuesday's nominating contests in New York, Kentucky and several other states pitted establishment Democrats against challengers pushing for sweeping change after the May 25 death of George Floyd, a Black man, while in Minneapolis police custody.",0
"Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates...",1
Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. ,1
"President Donald Trump asserted without evidence Friday that the COVID-19 pandemic will ""go away without a vaccine."" The comments contradict the belief of some of the president's task force members.",1
"Even if you don’t speak white nationalist dog whistle, this speech is pretty shocking. Hawley is claiming that the United States is run, and has been run, by a secret group of international “elites” who value terrible things—such as education, achievement, and progress.",1
"Democrats are suddenly obsessed with Lev Parnas, the Rudy Giuliani associate who was indicted on federal campaign charges last fall.",1
"During the segment, Colbert also bemoaned the fact that Barack Obama is no longer president.",0
"After all, America’s commander-in-chief does have the authority, at his sole discretion, to order the launch of weapons from the vast U.S. nuclear arsenal.",0
"According to white nationalists who promote the Replacement Theory, enemies of the white race are seeking to “replace” whites with non-whites in the United States and many other countries. ",1
It’s one of the most common forms of political pornography among the online Left.,1
"In a scaremongering article on Monday, the Gray Lady warned that corners are being cut in the search for a vaccine and that it is politically motivated.",1
"The New York Times described Sunday’s nationwide riots as a wave of police violence against “protesters and bystanders,” even as law enforcement abandoned large urban areas to rioters and looters who ran amok for hours.",0
"Imagine the outgoing, losing president, doing his level best to sabotage and hamstring the man who beat him in the election, alternatively whining and threatening elected Republican officials, demanding a list of those opposed to him, so that he could single them out for punishment.",1
Andrew Cuomo Has A New Plan To Kill New Yorkers,1
Nations including the Netherlands and France are seeking to convince fellow European countries to end tax exemptions on jet fuel and plane tickets.,0
"Trump has been able to maintain 40% approval ratings by effectively manipulating the lizard brains of white Republicans, but even before COVID-19 hit, he was considered one of the worst presidents in the two surveys of scholars done in 2018.",1
Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.,0
"And rather than falter or die of old age, the expansion has continued through Trump’s first three years in office, giving him a trump card in the campaign to win a second term in November.",1
"Democrats recently provided more funding for the state’s roads — through an unpopular, regressive gas tax hike rather than spending cuts on less urgent priorities.",1
"The Palestinian Authority (PA) will no longer accept tax revenues collected on its behalf by Israel following its decision to trim the sum over the PA’s financial support of militants’ families, Palestinian President Mahmoud Abbas said.",0
South Africans have taken to the streets in recent weeks to protest police brutality in townships in an echo of the Black Lives Matter protests in the United States.,0
Privacy advocates on Monday raised concerns over reports that Indian security forces used facial recognition technology to identify dissidents at a political rally in December and warned that if left unchecked the government would continue to suppress dissent.,0
"Reports that dozens of Iranian-Americans were detained at the U.S.-Canada border on Saturday and questioned about their “political views and allegiances” were met with alarm by lawmakers and rights groups, particularly given the soaring military tensions between Iran and the U.S. following the Trump administration’s assassination of Iranian General Qasem Soleimani.",0
The second case was on whether a person’s claimed sense of “gender identity” allowed them to claim workplace sex-discrimination against their transgender status.,1
"It is no wonder why Republicans insisted on ramming through incredibly unpopular tax cuts for American corporations that were already making near-record profits, even at the risk of losing control of the House of Representatives. ",1
Democrat presidential hopeful Sen. Amy Klobuchar (D-MN) attempted to slam Democrat challenger former New York City Mayor Michael Bloomberg after he said it takes him a “long time” to get materials together to release his tax returns and claimed he “can’t go to TurboTax.”,1
"A fifth of U.S. trans people reported discrimination when seeking a home, and more than one in 10 say they have been evicted for being trans, according to the National Center for Transgender Equality.",0
"Though the lone vice presidential debate was far more civil than the mind-melting presidential debate last week, it was not much different in substance. ",1
"The eyes of the political world are on South Carolina, where over half of the Democratic primary voters are black.",0
"Marianne Williamson, the self-help guru who warned of the “dark psychic force” unleashed by Republican President Donald Trump, suspended her quixotic outsider campaign for the 2020 Democratic presidential nomination on Friday.",1
"Public attention is a strange beast. Communities of color have known for endless years that the police can kill them with impunity, and it's not as if people haven't been saying so for decades.",1
