text,slant,nonpartisan,slight-partisan,hyperpartisan
"Black Players Coalition of MLS goes public with objectives for change, collaboration with MLS",1,0,1,0
U.S. health experts pushed strongly for Trump to extend coronavirus restrictions: Fauci,0,1,0,0
These Mother’s Day Gifts Give Back,2,0,0,1
New York City's Hottest New Energy Fight,2,0,0,1
Unemployed And Alone: US Visa Restrictions Are A Blow To Women Stranded In India,2,0,0,1
"Lev Parnas Dishes On Kushner, Maduro, and Soros",2,0,0,1
We had to put a 'stop' to the economy to save lives: WH,0,1,0,0
San Francisco pauses next phase of reopening as California coronavirus cases climb,0,1,0,0
Jussie Smollett case could complicate prosecutor Kim Foxx's reelection,1,0,1,0
"Goodbye, Betsy: Speculation Increases Over The Next Education Secretary",2,0,0,1
How Joe Biden can get conservatives to act on climate change,1,0,1,0
"Results or revolution? Biden, Sanders offer competing visions as they blast Trump's coronavirus response",0,1,0,0
CDC raises warning on cruise line travel to very high risk for coronavirus,0,1,0,0
How to manage any credit card debt you may have racked up the last few months,0,1,0,0
Dems Aim to Put ‘Knife in the Heart’ of Trump’s Defense,2,0,0,1
Column: China rises as Trump cedes leadership in coronavirus crisis,1,0,1,0
Leaked CDC document contradicts Pence claim that U.S. coronavirus cases 'have stabilized',1,0,1,0
IMF approves $2.77 billion to help Egypt with virus fallout,1,0,1,0
"Fire experts say mismanaged, choked forests need to be cleared out",1,0,1,0
China's Wuhan hikes coronavirus death toll by 50% citing gaps in early testing,0,1,0,0
"Pelosi says state, local government aid could come in two parts",0,1,0,0
"WHO Official Defends China, Says Everyone Is ‘Over-Focused’ On Regime’s Coronavirus Numbers",2,0,0,1
"Dems to Facebook: Get serious about misinformation, hate",1,0,1,0
Trump gives U.S. agencies power to fast-track big infrastructure projects,0,1,0,0
Former U.S. VP Gore says Trump is putting 'knee on the neck of democracy',0,1,0,0
"Ocasio-Cortez, Ilhan Omar Call For Expanding Supreme Court After Justice Amy Coney Barrett Confirmed",2,0,0,1
Russian State-Owned Media Taunts Trump With Post-Election Job Offer,2,0,0,1
Charles Hurt: Joe Biden Has Been What's Wrong with Washington Since 1973,2,0,0,1
Trump Admits It: He Downplayed the Coronavirus,2,0,0,1
The CDC advises COVID-19 tests for holiday travel. 8 do's and don'ts ahead of your trip,1,0,1,0
Texas church expelled from Southern Baptist Convention for hiring sex offender as pastor,1,0,1,0
UPDATE 2-Coty hives off majority stake in Wella portfolio to KKR,0,1,0,0
eBay Critics Targeted by Old School Silicon Valley Intimidation,2,0,0,1
Olympic wave riders in frontline of climate change,0,1,0,0
What to watch today: Stocks set to rise even with millions more filing for jobless claims,0,1,0,0
Exclusive: Amazon to deploy masks and temperature checks for workers by next week,0,1,0,0
China calls for solidarity not `finger-pointing' on virus,1,0,1,0
Coronavirus live updates: United requires masks in the airport; WHO cites accelerating spread in Africa,0,1,0,0
"Nevada to Join California, Oregon, and Washington in Review of Coronavirus Vaccine",2,0,0,1
US futures point to higher open after US-China trade deal,0,1,0,0
"4 new cases in South Korea, China show work on containment",1,0,1,0
"AP FACT CHECK: Trump's wayward claims on virus tests, cures",1,0,1,0
Bailouts Aren’t The Problem: Corporations Are,2,0,0,1
"If he wins White House, Biden's ambitions likely blocked by Republican Senate",0,1,0,0
Trump's positive COVID-19 test throws markets pre-election curveball,0,1,0,0
Madigan: 'No plans to resign' as Dem women seek his ouster,1,0,1,0
"U.S. reports 30,000 daily coronavirus cases, highest number since May 1",0,1,0,0
‘What’s Cooking’ Is the Perfect Thanksgiving Movie You’ve Probably Never Heard of,2,0,0,1
"Walmart removes firearms, ammunition from floor display as protests rage in U.S.",0,1,0,0
UK Stocks-Factors to watch on Jan. 8,0,1,0,0
"Jordan's King Abdullah and Palestinian leader Abbas meet, hope Biden revives peace process",0,1,0,0
"Here are the prominent Republicans not supporting Trump, and those who are supporting Biden",1,0,1,0
"Ending the extra $600 federal benefit will harm 'vast majority' of unemployed workers, especially women and people of color",0,1,0,0
NY to local governments: Enforce virus rules or face fines,1,0,1,0
Russian Media Warns Not to Sell Out the ‘Motherland’ to State Department for $10M,1,0,1,0
Japan stocks surge 3% as hopes rise on slowing coronavirus spread,0,1,0,0
"Trump plans to fire Gina Haspel, Christopher Wray and Mark Esper immediately if reelected: report",2,0,0,1
"Global equities edge higher on oil rebound, stimulus hopes",0,1,0,0
"Trump Slams Twitter For ‘Conservative Discrimination,’ Calls For Repeal Of Section 230",2,0,0,1
Khamenei says Iran's U.S. policy not affected by who wins election,0,1,0,0
&#x27;Comeback kid&#x27;? Governor gets unlikely boost from virus,1,0,1,0
U.S. confirms 11th case of new coronavirus,1,0,1,0
"Protest live updates: 7 Minneapolis officers quit amid George Floyd fallout; California, New York rally for Black LGBTQ justice",1,0,1,0
Top Ukraine Official: I Trusted Bolton More Than Anyone,1,0,1,0
Joe Biden Says He's 'Candidate for the United States Senate’,2,0,0,1
Fact check: Coronavirus spread is not an anti-Trump conspiracy,1,0,1,0
FTSE 100 rises on virus treatment hopes; AstraZeneca boosts,0,1,0,0
5 reasons why Singapore's upcoming general election is worth watching,0,1,0,0
"Economic impact of coronavirus will be clearer in 'three or four weeks,' Mnuchin says",0,1,0,0
U.S. appeals court says first federal execution in 17 years can proceed Monday,1,0,1,0
North Korea's Kim keeps low public profile in May: analysts,0,1,0,0
Husband of South Korean Foreign Minister Breaks Her Rules—to Fly to America to Buy a Yacht,2,0,0,1
James Murdoch Slams Fox News and News Corp Over Climate-Change Denial,1,0,1,0
Mexican migrant shelters brace for coronavirus amid border uncertainty,0,1,0,0
"In Detroit, NYC, kindness comes one slice of pizza at a time",1,0,1,0
"Democrats want more money, more detail after meeting Trump team on coronavirus relief",0,1,0,0
Bank of America CEO Moynihan says 'we're in a war to contain this virus',0,1,0,0
Can you repeat that? Hearing trouble more obvious with masks,1,0,1,0
Candidate Trump decried the national debt in 2016 and promised to eliminate it. It's only gotten bigger.,1,0,1,0
"After permit approved for whites-only church, small Minnesota town insists it isn't racist",1,0,1,0
Aviation companies laid off thousands of workers while taking coronavirus relief funds: congressional report,2,0,0,1
From Washington to Trump: The History of Election Day Drinks,2,0,0,1
Trump to meet with U.S. senators over coronavirus response: source,0,1,0,0
"Days before U.S. election, Biden's lead widens in Rust Belt: Reuters/Ipsos poll",1,0,1,0
"As Trump bans WeChat, some in China turn to encrypted messaging app Signal",0,1,0,0
He was negative for the flu but positive he had COVID-19. How his case could help experts.,1,0,1,0
My Coronavirus Lab Is Safer Than Your Supermarket,2,0,0,1
"'Hotel Rwanda' hero admits backing rebels, denies violence",1,0,1,0
Watch live: Dr. Anthony Fauci and other key health officials testify at Senate coronavirus hearing,0,1,0,0
US under cyber attack believed to be tied to Russian hackers,1,0,1,0
MUST-WATCH: New GOP Congresswoman-Elect Who Grew Up In Ukraine Blisters Socialism,2,0,0,1
Venezuela Cracks Down on Scientists Questioning Official Covid Figures,2,0,0,1
The Simple Reason Republicans Are Frantically Fighting ‘Fraud’,2,0,0,1
Lobbying grows against Mississippi's rebel-themed flag,1,0,1,0
Here Are Some Of The Major Cultural Events Upended By The Outbreak,2,0,0,1
Here’s all the damning evidence that's been discovered about Trump’s Ukraine corruption — since he was impeached,2,0,0,1
"Coronavirus updates: First COVID-19 vaccine gets FDA authorization; health care workers, nursing home residents first in line",1,0,1,0
"Team Trump Hits Back at Democrats, Says Impeachment is Election ‘Interference’",2,0,0,1
"National security adviser says he's seen 'no evidence' Russia backing Trump, contradicting intelligence community",1,0,1,0
Hackers Try To Knock Trump Campaign Offline Before Election: Report,2,0,0,1
"Democratic primary results: Joe Biden wins Florida, Arizona, Illinois",1,0,1,0
U.S. journalist Daniel Pearl's parents challenge freeing of his convicted killers,0,1,0,0
U.S. Fed aims 'bazooka' to backstop coronavirus-hit economy,0,1,0,0
She applied for unemployment more than 50 days ago. She's still waiting,0,1,0,0
White House Physician: President Trump Will Carry out Duties 'Without Disruption' Despite Testing Positive for Coronavirus,2,0,0,1
‘Cancel culture’ critics are battling a monster of their own creation,2,0,0,1
U.S. to screen passengers for new China coronavirus at 3 airports,0,1,0,0
Trump assails rival Biden in White House speech accepting nomination,0,1,0,0
White House is considering appointment of coronavirus 'sideczar': Politico,0,1,0,0
"Chinese epicenter Wuhan raises number of virus dead by 1,290",1,0,1,0
"Primary over, Harrison challenges Sen. Graham to debates",1,0,1,0
‘How *Do* You Deprogram 75 Million People?’ CA Democrat Wants ‘Post WWII’-Type Re-education For Conservatives,2,0,0,1
Trump tells evangelical rally he will put prayer in schools,0,1,0,0
Internet 'a lifeline' for the LGBTQ community: Why the spirit of Pride Month will prevail as events move online,1,0,1,0
3 People Charged For Assaulting Police Officers During Portland Riots,2,0,0,1
Caravan of Georgia activists to hold rally for slain black jogger,1,0,1,0
Stacey Abrams trends after Georgia governor said he didn't know about asymptomatic spread,1,0,1,0
How Trump is laying the groundwork for a shadow presidency,2,0,0,1
Australia calls for probe into coronavirus origins,0,1,0,0
"Space Experts: Netflix’s ‘Space Force’ Is Very, Very Dumb",2,0,0,1
"‘Mission impossible’, ‘huge relief’ and a ‘bittersweet victory’: World media reacts to Biden win",0,1,0,0
"Report: Trump and Macron Agree to Trade Talks, No Tariffs Until End of Year",2,0,0,1
California will keep burning. But housing policy is making it worse,1,0,1,0
Biden’s HHS Pick Once Said Religious Institutions Don’t Merit The Same Freedoms As Individuals,2,0,0,1
Iran supreme leader says missile attack was a 'slap in the face' for US but it 'wasn't enough',0,1,0,0
National Guardsmen Stand Sentry At Lincoln Memorial,2,0,0,1
"Four in ten supporters of Biden, Trump would not accept election defeat: Reuters/Ipsos poll",1,0,1,0
"Businesses, colleges plead with Trump to preserve work visas",1,0,1,0
Young Man Attacked by Rioters After MAGA Rally: 'Don't Be Afraid',2,0,0,1
Trump’s Coronavirus Task Force Increasingly Ignores Trump,2,0,0,1
Iran says passenger plane 'harassed' over Syria by US jet,1,0,1,0
Coronavirus Live Updates: Read The Latest About The COVID-19 Outbreak | HuffPost,2,0,0,1
"Worst place, worst time: Trump faces virus spike in Midwest",1,0,1,0
Markets could be challenged by Washington stimulus talks and China tensions,0,1,0,0
I never thought I would leave America. But 2020 has me keeping my options open.,1,0,1,0
"Chile says accounting errors led to omission of 31,000 coronavirus cases",0,1,0,0
eBay workers who sent spiders to couple to plead guilty,1,0,1,0
"Weak Supreme Court case, real dangers for Americans: Will the Affordable Care Act survive?",1,0,1,0
Trump agrees to deal in which TikTok will partner with Oracle and Walmart,0,1,0,0
"‘No doubt’ that crucial U.S. fiscal stimulus is coming, IMF managing director says",0,1,0,0
"‘F*** That, I Don’t Care’: Taylor Swift Gets Political In New Doc, ‘Dunks’ On Trump",2,0,0,1
"In a new cold war with China, America may need to befriend Russia",0,1,0,0
"As Virus Fears Mounted, Trump Scheduled Only 9 Intelligence Briefings In January",2,0,0,1
Here are some of Trump's friends and family who were cleared for millions in small business bailout,2,0,0,1
Pompeo finishes Latin America tour with focus on Venezuela,1,0,1,0
Secretary of State Pompeo heads to Silicon Valley to dine with tech leaders,0,1,0,0
House Passes Resolution to Limit Trump’s Military Actions Against Iran,2,0,0,1
Holding games at Disney World might be the only way to save the NBA season,1,0,1,0
How To Set Up A Home School Environment That Works For Your Kid,2,0,0,1
Trump Reveals Attack That Soleimani Was Planning That Led To Drone Strike,2,0,0,1
Biden stresses importance of Northern Irish peace deal in first call to PM Johnson,0,1,0,0
Five Days Out — Here’s Where The Election Stands,2,0,0,1
'Exactly what President Trump wants': Democratic governors are shunning Trump's calls to 'dominate' protests using military forces,1,0,1,0
Nigeria Threatens to Sanction CNN over Protest Coverage,2,0,0,1
U.S. oil faces a perfect storm — and it's bigger than just one hurricane,1,0,1,0
Poll: Voters Give Trump A Poor Preelection Verdict On Handling Of COVID-19 Pandemic,2,0,0,1
"GLOBAL MARKETS-Oil skids on oversupply fears, U.S. stock futures jump",0,1,0,0
"UPDATE 3-Trump administration wants to send taxpayers $500 billion, $50 billion in loans for airlines",0,1,0,0
Pandemic Historian: Coronavirus 'a Disease of Globalization',2,0,0,1
Democrats push long-shot reform bill that stops short of defunding police,1,0,1,0
Pence’s ‘Biggest Lie Of The Debate’ Gets The Treatment On Twitter,2,0,0,1
Democrats are likely to keep their House majority in November — and might even expand it: Election forecaster,2,0,0,1
"Presidential candidate Biden, Democratic Party raise $81 million in May",0,1,0,0
"Trump negative for coronavirus again, orders military to New York",0,1,0,0
"Pandemic driving children back to work, jeopardizing gains",1,0,1,0
Q&A: Where are we in the COVID-19 vaccine race?,0,1,0,0
Central Americans sent to Mexico by U.S. increasingly victims of kidnappings: aid group,0,1,0,0
Amy Coney Barrett Confirmed by Partisan Vote She Could Not Lose,1,0,1,0
Fauci blames virus surge on U.S. not shutting down completely,0,1,0,0
Coronavirus relief: 30 companies helping Americans fight COVID-19,1,0,1,0
Natural gas prices tumble to historic lows as one energy CEO quips: 'Send me an ice blizzard',0,1,0,0
"Delta posts quarterly loss and warns of choppy, sluggish recovery",0,1,0,0
UPDATE 2-Syrian Kurdish official warns of Islamic State jail break,0,1,0,0
"Pets Can Carry Wuhan Coronavirus Too, Says Expert",2,0,0,1
"Hospital pressure, vaccine plans, hiking boom: News from around our 50 states",1,0,1,0
What if coronavirus concerns force sports leagues to close doors to fans?,1,0,1,0
"Trump's proposed budget to call for increases in military spending, cuts in domestic programs",1,0,1,0
Kushner says he hopes Israel waits on sovereignty steps in West Bank,1,0,1,0
Chinese State Communist Propaganda Promotes Hillary’s Coronavirus Attacks On Trump,2,0,0,1
"Islamist militant group al Shabaab attacks Kenya base used by Kenyan, U.S. forces",0,1,0,0
Could Meghan Markle Run For Office One Day?,2,0,0,1
Two Men Charged in Toppling of Roosevelt Statue and Rioting in Portland,2,0,0,1
Military Medical Teams Sent to Texas Border Hospitals as Coronavirus Pandemic Spreads,2,0,0,1
Donald Trump: Federal law officers in Chicago will work with the city on crime problem,1,0,1,0
Conservative power broker Matt Schlapp is 'disappointed' in George W. Bush for snubbing Trump,1,0,1,0
Billionaire Allegedly Behind A False Flag Operation In Alabama Helped Finance The Group Behind Iowa Caucus Chaos,2,0,0,1
George Floyd's Brother: Trump Wouldn’t Even Let Me Talk in Rushed Call,1,0,1,0
Passengers Aboard Cruise Ship Off San Francisco Await Coronavirus Test Results — And Potential Quarantine,1,0,1,0
Vote will show Georgia as swing state or extend GOP control,1,0,1,0
"Mike Bloomberg could 'handily beat' Trump in 2020, says Scaramucci",0,1,0,0
Guards pepper-sprayed and restrained asylum-seekers by the neck for protesting their detention,2,0,0,1
Trump Says Biden ‘Doesn’t Know He’s Alive’,2,0,0,1
"Japan, U.S. discuss jump in coronavirus cases at U.S. military bases",0,1,0,0
‘RiggedElection!’: Trump Campaign Trolls Reporters At Georgia Rally With WiFi Passcode,2,0,0,1
"In San Francisco, voters to decide if noncitizens can serve on city boards",1,0,1,0
Democrat Raphael Warnock in 2016: Fidel Castro Had a 'Complex' Legacy,2,0,0,1
"Dolly Parton: 'The whole magic about me is that I look artificial, but I'm totally real'",1,0,1,0
The pernicious aspects of military madness are personified in Biden favorite to be Defense Secretary,2,0,0,1
EXCLUSIVE: Joni Ernst Opens Up About The Toughest Moments Of Her Life And How They Shaped Her In New Memoir,2,0,0,1
"U.S. 'likely' to extend travel restrictions on Canada, Mexico: Homeland Security's Wolf",0,1,0,0
USA Track & Field calls for Tokyo Olympics to be postponed,0,1,0,0
'I'm Irish': Footage Of Joe Biden Making Sure A BBC Reporter Knows His Roots Goes Viral,2,0,0,1
Donald Trump: Mail-In 2020 Ballots Will Be 'SCANDAL OF OUR TIMES!',2,0,0,1
"EMERGING MARKETS-Colombia peso hits 2-month low as crude slides, leading Latam currencies' losses",0,1,0,0
"US layoffs climb to 41 million, despite business reopenings",1,0,1,0
"Stay home for the holidays or get tested twice, CDC urges",1,0,1,0
"North Korea's Kim tearfully thanks troops, apologises for failures",0,1,0,0
Wisconsin Poll: Joe Biden and Donald Trump Statistically Tied in the Badger State,2,0,0,1
Pakistan re-arrests four men acquitted in Daniel Pearl murder case,1,0,1,0
"Social distancing through summer: Here's what we know about beaches, travel, camps and more",0,1,0,0
Chinese State Media: U.S. Cyber-Criminals Might Target Our Nuclear Arsenal,2,0,0,1
Chinese factories struggle to fire in April as slump in export orders deepens,0,1,0,0
"Beijing cracking down on IP theft could boost investment in China, former US negotiator says",0,1,0,0
Can Trump feel your pain? US nears haunting virus milestone,1,0,1,0
"U.S. administers first shots of Pfizer's Covid vaccine, launching a historic rollout",0,1,0,0
Aunt Jemima To Change Name After Acknowledging ‘Racial Stereotype’,2,0,0,1
"Israeli, U.S. officials land in UAE, Kushner urges Palestinians to negotiate",0,1,0,0
"Morning News Call - India, March 5",0,1,0,0
U.S. accuses China of blocking American flights and demands action,0,1,0,0
Social bonds are surging as conscious investing turns mainstream,0,1,0,0
"Grubhub expected to reach deal with European food delivery company Just Eat Takeaway today, sources say",0,1,0,0
"Morning News Call - India, April 13",0,1,0,0
This Guerrilla Army Has Been Fighting a War for Almost 60 Years,2,0,0,1
"Fact check: Kamala Harris was sworn in on the Bible, identifies as Baptist",1,0,1,0
WHO ‘Quietly Negotiated’ Deal That ‘Sidelined Its Own Experts’ From Investigating Coronavirus Origin In China: Report,2,0,0,1
"Data Show Pandemic Contributing To Opioid Crisis, Local Health Experts Report ‘More Relapses’",2,0,0,1
"Hours after U.S.-Canada border closure extended to October 21, Trump says it 'opening pretty soon'",0,1,0,0
Trump's Former Defense Secretary Called Him A Threat To The Republic. The GOP Doesn't Care.,2,0,0,1
Trump taps loyalist Grenell as nation&#x27;s top intel official,1,0,1,0
FLASHBACK: Warnock Said Farrakhan’s Nation Of Islam Is ‘Important’ To ‘Black Theology’ In 2013,2,0,0,1
"Biden IsTaking Forever To Pick His AG And It’s Making, Well, Everyone Anxious",2,0,0,1
Long lines and frustration as Wisconsinites brave voting amid pandemic,0,1,0,0
Fauci tells Congress U.S. outbreak not yet under control,0,1,0,0
"A Fort Hood soldier who reported being sexually abused and then went missing has been found dead hanging from a tree, his family's lawyer says",1,0,1,0
"Trump ally Roger Stone should go to prison next week, prosecutors tell court",0,1,0,0
Johnson & Johnson vows to add 50% more Black managers in five years. Here's how.,1,0,1,0
Hong Kong to relax some restrictions as new coronavirus cases dwindle,0,1,0,0
How President Donald Trump can get his campaign — and America — back on track,1,0,1,0
"NYC to begin coronavirus antibody testing for health-care workers and first responders, mayor says",0,1,0,0
Trump’s ‘Very Sad’ When Police Kill Is the New ‘Thoughts and Prayers’,1,0,1,0
"Trump revamps key environmental law in bid to fast track pipelines, roads",0,1,0,0
Boeing raises $25 billion in blowout debt sale,0,1,0,0
Obama administration economist predicts 'best jobs and growth numbers ever' ahead of the election,1,0,1,0
"Fox News popularity slipping among Republicans, poll shows. Where are viewers going?",1,0,1,0
Smoke choking California again as dangerous fire conditions continue,1,0,1,0
"After Oscars, Workers Unite To Storm Obama’s Mansion [Satire]",2,0,0,1
"Digital tax conflicts could wipe more than 1% off global GDP every year, OECD warns",0,1,0,0
White House eyes travel from Mexico as source of virus spike,1,0,1,0
Donald And Melania Trump Test Positive For COVID-19,2,0,0,1
VIRUS TODAY: Nursing homes start shots; Congress nears deal,1,0,1,0
Concealed Carry Permit Holders Grows Seven-Fold In 20 Years,2,0,0,1
Jets say they hope to unite communities in statement on racial injustice,1,0,1,0
Trump violated a federal court order by blocking a parody account on Twitter,2,0,0,1
"Bill Barr battles the rule of law: In this war, there are no bystanders",2,0,0,1
Oregon officials decry arrests by federal agents in Portland,1,0,1,0
State Department Condemns China’s Move To Sanction Military Contractors Over Arms Sales To Taiwan,2,0,0,1
REPORT: Trump Admin Moving To Block Huawei’s Supply Of Computer Chips,2,0,0,1
"Fact check: Claims are false about Mitch McConnell's wealth, Kentucky's lack of it",1,0,1,0
Bolivia: Socialists Declare Election Win with Less than 6% of Votes Counted,2,0,0,1
Bernie Sanders rejects calls to drop out — and vows to challenge Joe Biden on key issues at debate,2,0,0,1
Hundreds protest in Michigan seeking end to governor's emergency powers,0,1,0,0
It takes $2 million to be considered wealthy amid Covid-19,0,1,0,0
10 takeaways from the worst jobs report in US history,1,0,1,0
GOP Senate Candidate Wants To Ban Chinese Students From U.S. Universities,2,0,0,1
Wall Street Journal: Trump Will Shrink OPT Foreign Worker Program,2,0,0,1
"Beijing would prefer Trump be reelected as it gives China an advantage internationally, analyst says",0,1,0,0
Asia stocks set for further weakness after Dow sees worst day drop since 1987,0,1,0,0
"Denmark wants 5G suppliers from closely allied countries, says defence minister",0,1,0,0
This ‘horror story’ warns of the perilous period we could enter after Election Day,2,0,0,1
Pete Buttigieg Gets Fundraising Help From Longtime Mar-a-Lago Members,2,0,0,1
Linkin Park Says ‘Cease And Desist’ Issued After Trump Shares Campaign Video With Band’s Music,2,0,0,1
Biden's presidency could be a game changer for impact investing. Here's what experts are watching,0,1,0,0
Will Trump's tax returns ever see the light of day?,0,1,0,0
"AstraZeneca vaccine trial pause a ""wake-up call"", says WHO",0,1,0,0
Bette Midler Isn’t Sorry She Called Melania Trump an ‘Illegal Alien’ Who ‘Can’t Speak English’,2,0,0,1
"Oil outlook is bullish, but don't expect big spikes seen during past conflicts, analysts say",0,1,0,0
Girl who inspired Charlotte's Web marijuana oil dies,1,0,1,0
Hunter Biden Group Touted Joe Biden In Investment Pitch To Chinese Firm,2,0,0,1
#JaredKushnerForPrison trends after top Trump advisor claims national emergency stockpile is ‘ours’ – not the states’,2,0,0,1
Coronavirus: Three out of four Americans under some form of lockdown,1,0,1,0
Carville: There's a 'Case' for 'Treason' if Trump Knew About Russia Bounty,2,0,0,1
Obamas' production company lands Oscar nod for documentary 'American Factory',0,1,0,0
"COVID-19 vaccine, Electoral College votes, Georgia runoffs, US Women's Open: 5 things to know Monday",1,0,1,0
"Post-Trump era a possibility, Europeans see no quick fix to U.S. ties",0,1,0,0
"Queen Elizabeth Issues Statement Expressing Support For Journalists, Mainstream Media",2,0,0,1
Bernie Sanders suspends 2020 Democratic presidential campaign,0,1,0,0
Iran's top court halts death sentence of young protesters,1,0,1,0
‘You Just Lost Your Access’: Greg Gutfeld Says Biden Team Will ‘Operate In The Shadows’,2,0,0,1
This Couple Went on Vacation—and Wound Up in ICU With COVID,2,0,0,1
Heat wave to bake most of U.S.,1,0,1,0
Federal watchdog probing Trump campaign's use of White House - lawmaker,0,1,0,0
Protester dies in clashes after disputed Belarus vote,1,0,1,0
"'Everything's gone': Many neighborhoods destroyed as fire, smoke devastate Oregon families, workers and homeless",1,0,1,0
EXPLAINER-Why all eyes will be on the expiry of Brent oil futures this week,0,1,0,0
Avenatti says evidence he's cash-strapped doesn't belong in Nike extortion trial,0,1,0,0
American Labor Unions Among Signatories Of Petition Calling On Brands To End Use Of Uighur Forced Labor,2,0,0,1
Lawsuits challenge Virginia's sexual orientation protections,1,0,1,0
Soccer Superstar Hope Solo Shares Life-Changing News That She Gave Birth To Twins,2,0,0,1
Oklahoma Lawmakers Block Plan to Give Driver's Licenses to Illegal Aliens,2,0,0,1
Asia stocks as IMF warns of unprecedented crisis; regional geopolitical tensions watched,0,1,0,0
Melania Trump Faces Backlash Over ‘Thoughts And Prayers’ For Coronavirus Victims,2,0,0,1
The 15 best U.S. cities to work from home—depending on your current situation and job needs,0,1,0,0
U.S. vs. Huawei: Is future of the internet at stake?,1,0,1,0
WATCH: Sanders Dodges When Asked About Italy’s Overwhelmed Health Care System Under Coronavirus,2,0,0,1
Trump says federal government should again seek death penalty for Boston bomber Tsarnaev,1,0,1,0
"Coronavirus live updates: South Korea adds 107 new cases, Trump voices support for response deal",0,1,0,0
Donald Trump Jr.: 'I'd Be in Jail Right Now' If I Had Hunter Biden's Business Dealings,2,0,0,1
UPDATE 3-Home Depot misses profit estimates as coronavirus costs weigh,0,1,0,0
"R Kelly seeks release from jail, cites coronavirus risk",1,0,1,0
"College Students Ask Trump to Halt 'Egregious' H-1B Visa, OPT Program",2,0,0,1
"Reasons for hope: the drugs, tests and tactics that may conquer coronavirus",0,1,0,0
"Daily Briefing: V for virus and vaccine, not V-shaped recovery",0,1,0,0
Trump claims the EU has 'no choice' but to agree a new trade deal,0,1,0,0
Jussie Smollett to make 1st court appearance on new charges,1,0,1,0
"Hurricane Delta smashes through Cancun, could gain Category 4 status before slamming Louisiana coast",1,0,1,0
"LVMH and Tiffany end luxury battle, cut price on $16 billion takeover",0,1,0,0
"Arizona Election Integrity Hearing Witnesses Present Alleged Voting Anomalies, Irregularities, Intimidation",2,0,0,1
These COVID-19 Charities Could Use Your Help Right Now,2,0,0,1
New Database Documents Healthcare Workers Who Died Fighting COVID-19,2,0,0,1
U.S. candidate Bloomberg says business experience is key to beating Trump,0,1,0,0
"Colombian Socialist Leader, Ex-Terrorist Group Member: ‘I Would Vote For Biden, Without A Doubt’",2,0,0,1
Hospitals are canceling elective surgeries to make space for a potential flood of coronavirus patients,0,1,0,0
Many states fall short of mandate to track virus exposure,1,0,1,0
Initial jobless claims surged to record 3.3M last week as coronavirus takes heavy toll on economy,1,0,1,0
Dow Inc CEO: China business rebounding as coronavirus outbreak eases,0,1,0,0
"Puerto Rico to reopen beaches, gyms after drop in COVID-19 cases",1,0,1,0
"Hunter Biden investigation: Subpoena targets Burisma, other entities",1,0,1,0
Trump says US investigating whether coronavirus spread after China lab mishap but cites no evidence,1,0,1,0
'Lindsey Graham must resign': Outrage mounts over GOP senator's alleged assault on election integrity,2,0,0,1
"Andrew Cuomo, Lashing Out at the Press and Whiplashing Parents, Looks a Lot Like Donald Trump",2,0,0,1
"Coronavirus pandemic inevitable, U.S. warns as disease spreads across globe",0,1,0,0
Here’s the seedy truth about the people behind Lincoln Project,2,0,0,1
Why partisan politics keeps 14 million hungry children from getting the food they need,1,0,1,0
Turkey dismisses Egyptian proposal for Libya ceasefire: Hurriyet,1,0,1,0
We tested cloth face masks—these are the 10 best you can buy online,1,0,1,0
Nolte: Corporate Media Threaten to Blacklist Parler and Substack for Refusing to Blacklist,2,0,0,1
Former Nancy Reagan speechwriter: Trump’s ‘silent enablers’ must ‘lose in a landslide’ in November for the good of Republican Party,2,0,0,1
"Roland Martin: Trump, Republican Party Are 'Purposely and Openly Courting White Supremacists'",2,0,0,1
'I was quite serious': Rep. Matt Gaetz denies he wore gas mask to make light of coronavirus after constituent dies,1,0,1,0
Queen Elizabeth's granddaughter scales back wedding plans over coronavirus,0,1,0,0
Louisiana Congressman-elect Luke Letlow dies from COVID-19,1,0,1,0
Defense Secretary Esper: U.S. Not Seeking War With Iran ‘But We Are Prepared To Finish One’,2,0,0,1
Factbox: Countries pondering an easing of coronavirus curbs,0,1,0,0
"DOJ committed 'gross abuse' of power in asking to drop case against ex-Trump advisor Michael Flynn, says former judge tapped to review request",0,1,0,0
"Transgender murders are 'rampant' in 2020: Human Rights Campaign counts 21 so far, nearly matching total of a year ago",1,0,1,0
‘I Am George Floyd’: Air Force’s Top Enlisted Officer Denounces Police Killing,2,0,0,1
The Latest: First US immunizations could arrive on Dec. 12,1,0,1,0
Exclusive: Prescription drug marketplace GoodRx files for IPO - sources,0,1,0,0
"MENKEN: To Stop Hateful Attacks On Jews, Oppose The Ideology Behind Them",2,0,0,1
Asian stocks jump to 3-month high as recovery hopes outweigh looming risks,0,1,0,0
"When COVID-19 spreads beyond urban enclaves, rural areas won't be immune",0,1,0,0
Jon Ossoff Promotes China's Official News Agency After Working as Staffer in Congress,2,0,0,1
"CIA-backed Afghan units carry out illegal killings, other abuse: group",0,1,0,0
Trump vs Biden: Here are the health-care stocks that could benefit from the 2020 election,0,1,0,0
"Don't travel abroad, U.S. urges Americans amid coronavirus pandemic",0,1,0,0
"The U.S. entered a recession in February, according to the official economic arbiter",0,1,0,0
"UPDATE 2-Altria CEO Howard Willard steps down, finance head to succeed",0,1,0,0
